"","Q006","TP_ESCOLA","TP_SEXO","TP_ESTADO_CIVIL","TP_COR_RACA","NU_IDADE","TP_ST_CONCLUSAO","Q025","Q001","Q002","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_MEDIA","NOTA_MEDIA_GROUPPED"
"21190","C",2,"F",1,2,18,2,"B","F","F",395.7,533.6,528.2,377.5,480,463,9
"21192","E",1,"F",1,1,19,1,"B","E","E",593.7,619.3,645.2,709.7,860,685.58,13
"21202","E",1,"F",1,4,19,3,"B","B","E",442.9,407.8,487.1,599.2,500,487.4,9
"21209","D",1,"M",1,1,24,1,"B","E","E",529.2,567.7,560.3,600.7,580,567.58,11
"21210","D",1,"F",1,2,28,1,"B","A","B",436.2,350,455.6,570.6,640,490.48,9
"21231","H",1,"M",1,1,16,3,"B","E","E",610.2,612.4,571.2,736.4,640,634.04,12
"21233","I",2,"M",1,1,18,2,"B","E","D",402.9,429,507.4,524.2,400,452.7,9
"21239","C",3,"M",1,2,18,2,"B","E","E",588.8,581.7,537.2,513.9,560,556.32,11
"21241","C",2,"F",1,2,40,2,"B","C","A",462.5,542.5,487,455.5,360,461.5,9
"21253","I",2,"M",1,1,19,2,"B","C","D",574.9,585,564.8,608.4,760,618.62,12
"21290","C",2,"F",1,3,23,2,"B","H","E",539.1,523.8,546.9,470.9,520,520.14,10
"21293","E",2,"F",1,1,19,2,"B","E","E",415.7,554.2,545.4,533.7,560,521.8,10
"21317","F",1,"F",1,1,17,3,"B","F","F",463.4,572.1,542.8,568,540,537.26,10
"21323","E",1,"M",1,3,20,1,"B","E","E",354.9,400.8,543,361.8,480,428.1,8
"21360","L",1,"F",0,0,16,3,"B","H","E",581.4,587.8,573.2,692.9,680,623.06,12
"21370","A",1,"F",1,1,22,1,"B","F","E",644.7,650.8,588.7,642.6,700,645.36,12
"21403","H",2,"M",1,1,19,2,"B","E","B",616,638.8,593,747.1,840,686.98,13
"21412","P",1,"M",1,1,23,1,"B","E","G",708.2,717.7,624.5,835,900,757.08,15
"21417","D",1,"F",1,1,18,3,"B","D","E",612.3,628.6,583.1,768.8,680,654.56,13
"21425","O",1,"M",1,3,19,1,"B","G","G",661,635.2,651.6,832.5,940,744.06,14
"21433","G",1,"F",0,1,31,1,"B","E","B",545.3,628.4,608.8,452,620,570.9,11
"21439","O",3,"F",1,1,18,2,"B","G","F",721.9,666.1,656.2,781,920,749.04,14
"21443","C",1,"M",2,1,31,1,"B","A","A",583.5,621.6,566.5,764,700,647.12,12
"21448","Q",3,"F",1,1,17,2,"B","G","G",584.9,648.6,624,658.7,820,667.24,13
"21454","H",2,"F",1,1,18,2,"B","E","E",593.8,559,598.3,724.9,680,631.2,12
"21460","B",1,"F",1,1,23,1,"B","C","B",391.9,484.6,496.5,493.8,500,473.36,9
"21464","C",2,"F",1,2,18,2,"B","E","G",403.8,456.6,492.8,406.1,600,471.86,9
"21489","F",2,"M",1,1,20,2,"B","D","C",438.4,594.8,593.2,711.2,640,595.52,11
"21498","O",1,"F",1,1,19,1,"B","G","F",710,710,652.2,910.4,940,784.52,15
"21525","Q",1,"M",1,1,16,3,"B","F","F",574.4,616.1,548.3,677.3,760,635.22,12
"21526","E",1,"F",3,3,46,1,"B","H","B",518.4,584.1,583.2,657.9,600,588.72,11
"21568","J",2,"F",1,1,18,2,"B","F","G",601,633.6,641.9,633.6,920,686.02,13
"21579","B",1,"F",1,2,27,1,"B","E","E",393.5,402.8,405.5,402.2,340,388.8,7
"21587","G",2,"M",1,1,19,2,"B","B","D",584.1,582.1,577.1,479,520,548.46,10
"21590","J",3,"F",1,1,19,2,"B","E","E",451.3,554.8,568.1,410.9,540,505.02,10
"21620","D",2,"F",1,3,18,2,"B","C","G",552.2,545.2,574.9,500.4,820,598.54,11
"21625","C",2,"M",1,2,19,2,"A","E","E",451,512,466.2,395.2,480,460.88,9
"21661","C",1,"M",0,1,31,1,"B","B","D",405.3,602.8,605,613.8,480,541.38,10
"21667","E",2,"F",1,1,18,2,"B","D","E",444.9,485.4,533.9,405,540,481.84,9
"21675","H",2,"M",0,3,18,2,"B","C","F",556.9,575.8,564.3,653.7,760,622.14,12
"21689","C",3,"M",1,1,18,2,"B","H","H",543.8,607.6,575.6,711.7,780,643.74,12
"21690","C",1,"F",1,1,22,1,"B","B","E",479.4,541.1,538.8,438.5,640,527.56,10
"21697","E",2,"M",1,3,19,2,"B","C","E",481.6,546.9,523.8,478.5,480,502.16,10
"21706","C",2,"F",1,1,17,2,"B","C","E",591.5,620.8,601.5,613.6,780,641.48,12
"21719","E",2,"M",1,1,18,2,"B","E","F",543.4,558,590.9,596.5,680,593.76,11
"21729","D",1,"M",1,1,21,1,"B","D","B",374.3,560.1,582,605.1,540,532.3,10
"21732","E",1,"F",1,1,35,1,"B","H","E",569.9,607.5,609,726.1,640,630.5,12
"21733","B",1,"F",1,1,19,1,"B","C","E",426.4,489.7,522.3,513.2,580,506.32,10
"21750","C",2,"F",0,1,18,2,"B","E","B",428.5,521.2,558.8,550.5,620,535.8,10
"21777","C",2,"M",1,2,19,2,"B","H","D",499,494.6,519.4,408.7,580,500.34,10
"21785","P",1,"F",1,1,22,1,"B","E","G",671.3,669.4,635.5,682.3,960,723.7,14
"21809","G",2,"F",1,1,17,2,"B","F","E",473.4,457.5,515.1,482.8,660,517.76,10
"21815","G",1,"F",1,1,15,3,"B","F","E",394.6,566.8,563.6,528,560,522.6,10
"21830","G",1,"F",0,1,41,1,"B","B","B",398,444.4,489.9,452.8,380,433.02,8
"21834","E",1,"F",0,0,25,1,"B","F","F",557.4,664.9,709.3,656.3,560,629.58,12
"21845","D",1,"M",1,3,26,1,"B","B","B",530.1,587.2,549.7,497.9,480,528.98,10
"21872","C",2,"F",0,1,33,2,"A","H","B",377.6,488.4,492.9,492.7,360,442.32,8
"21884","B",2,"F",1,1,18,2,"B","H","H",417.6,478.9,489.8,607.6,560,510.78,10
"21886","F",1,"F",1,1,15,3,"B","G","E",495.6,551.9,584.2,511.5,580,544.64,10
"21899","G",3,"F",1,1,18,2,"B","E","E",489.2,548,569.5,598.7,560,553.08,11
"21905","E",1,"F",1,1,25,1,"A","C","D",494.7,449.2,459,404.9,600,481.56,9
"21909","C",2,"F",1,1,18,2,"B","C","G",570.9,460.4,472.9,514.3,660,535.7,10
"21928","K",3,"F",1,1,17,2,"B","F","G",686.7,645.1,601.6,808.2,880,724.32,14
"21942","F",2,"M",1,1,17,2,"B","E","E",424.1,515.8,540.1,464.5,560,500.9,10
"21950","K",1,"M",1,1,22,1,"B","B","E",545.7,564.1,581.3,608.2,580,575.86,11
"21972","C",1,"F",1,1,20,1,"B","E","E",502.7,515.3,571.6,576.8,500,533.28,10
"21982","Q",1,"F",1,1,16,3,"B","F","F",622.1,619.7,608.1,732.4,940,704.46,14
"21984","E",1,"F",1,3,26,1,"B","B","B",484.9,578.2,580.8,481.1,740,573,11
"21991","O",3,"F",1,1,17,2,"B","G","F",530.1,599.7,570.2,591.4,940,646.28,12
"21993","C",1,"M",2,2,49,1,"B","B","A",416.6,467.7,390.3,385.2,380,407.96,8
"22000","Q",1,"F",1,1,16,3,"B","G","G",542.2,563.9,602.1,621.7,720,609.98,12
"22015","E",2,"F",1,1,18,2,"B","E","E",511,586,536,493.9,740,573.38,11
"22019","Q",3,"F",1,1,17,2,"B","F","G",539.7,657.6,613.3,713.3,940,692.78,13
"22020","M",2,"F",1,1,19,2,"B","E","G",586,648.2,626.2,673.1,640,634.7,12
"22033","C",3,"F",1,3,17,2,"B","H","G",543.3,561.8,540.5,697,560,580.52,11
"22038","F",1,"M",1,3,25,1,"B","E","B",553.3,466.2,523.4,752.8,380,535.14,10
"22081","K",3,"M",1,0,18,2,"B","F","G",645.5,628.8,641.5,632.5,760,661.66,13
"22097","C",2,"F",1,1,18,2,"A","D","D",396.2,409.7,508.5,501.6,460,455.2,9
"22098","O",3,"M",1,1,18,2,"B","G","E",619.5,614.4,589.1,693.4,340,571.28,11
"22101","D",1,"F",1,3,21,1,"B","E","E",429.7,453.8,512.5,460.2,460,463.24,9
"22121","D",1,"F",1,3,36,1,"B","B","C",363.4,525.8,511.2,398.3,520,463.74,9
"22126","P",3,"F",1,1,17,2,"B","G","F",590.8,624.3,582,635.7,920,670.56,13
"22133","G",2,"F",1,3,17,2,"B","E","F",409.3,560.7,577.2,538.1,640,545.06,10
"22142","C",1,"F",1,1,23,1,"B","A","A",483.3,443.8,435.8,497.5,540,480.08,9
"22147","F",1,"F",1,1,16,3,"B","H","E",566.8,585.6,570,574.3,660,591.34,11
"22148","G",1,"F",1,1,16,3,"B","C","F",572.6,617.3,603.4,654.8,680,625.62,12
"22154","B",1,"F",1,3,21,1,"A","F","E",616.9,681.3,640.4,770.1,940,729.74,14
"22195","O",3,"F",1,1,18,2,"B","G","G",636.7,598.7,578.1,642.4,740,639.18,12
"22197","A",3,"M",1,3,17,2,"A","E","F",592,601.3,607.8,606.1,580,597.44,11
"22203","O",1,"F",0,1,37,1,"B","E","F",608.8,630.7,585.4,693.7,660,635.72,12
"22205","M",2,"M",1,1,17,2,"B","G","G",505.6,511.3,472.7,714.6,740,588.84,11
"22241","D",2,"F",1,3,17,2,"B","B","E",357.9,508.3,431.8,588.8,320,441.36,8
"22259","B",2,"F",1,0,17,2,"A","B","C",429.6,495.1,477.9,473.3,580,491.18,9
"22290","G",1,"M",1,1,21,1,"B","E","F",608.5,635.6,628.1,671.3,900,688.7,13
"22299","I",2,"M",1,1,17,2,"B","D","F",431.9,481.5,536.7,636,460,509.22,10
"22305","H",3,"F",1,1,18,2,"B","F","G",643.1,612.9,600.2,728,780,672.84,13
"22323","P",1,"M",1,1,18,3,"B","F","G",594.2,619.7,589.3,710.3,660,634.7,12
"22336","F",3,"F",1,3,18,2,"B","C","C",536.8,600.2,583.1,670.4,740,626.1,12
"22351","C",2,"M",1,2,47,2,"A","D","D",355.7,432.6,481.5,377.5,400,409.46,8
"22354","K",2,"F",1,1,17,2,"B","E","G",550.7,573.3,557.1,696.1,720,619.44,12
"22364","F",1,"F",1,1,24,1,"B","H","D",575.7,641.8,580.4,843.5,980,724.28,14
"22368","D",2,"F",1,1,18,2,"B","D","C",510.8,477.2,538.8,451.8,720,539.72,10
"22377","K",3,"F",1,1,17,2,"A","D","F",500.3,524,608,551.6,580,552.78,11
"22385","C",1,"F",1,1,19,1,"B","B","E",594.1,554.6,561.5,455.6,540,541.16,10
"22394","C",2,"F",1,2,19,2,"B","H","F",337.8,531.8,484.5,414.7,440,441.76,8
"22396","G",2,"F",1,1,17,2,"B","C","E",492.5,559.2,527.9,432.9,640,530.5,10
"22414","H",3,"M",1,1,18,2,"B","F","F",552.8,371.7,607,739.9,720,598.28,11
"22415","C",2,"F",1,3,18,2,"B","C","E",393.4,538.7,509.2,383.6,660,496.98,9
"22442","G",2,"F",1,1,19,2,"B","E","E",514.2,500.9,552.8,580.1,760,581.6,11
"22452","E",1,"F",1,1,25,1,"A","C","C",478.2,552.3,573.4,528.5,560,538.48,10
"22454","C",1,"F",2,3,43,4,"B","A","A",489.6,409.7,383.9,414.7,260,391.58,7
"22457","B",2,"F",1,3,18,2,"A","B","E",446.2,542.5,516.4,408.6,520,486.74,9
"22475","A",1,"M",0,1,29,1,"B","F","F",652.8,611.9,599.8,627.1,620,622.32,12
"22481","C",2,"M",1,3,55,2,"B","B","F",522.1,603.8,579.9,504,600,561.96,11
"22482","E",1,"M",3,1,45,1,"B","B","D",559.3,670.8,612.9,621.8,700,632.96,12
"22494","N",1,"M",1,1,16,3,"B","F","F",553.5,526,591.7,699,560,586.04,11
"22500","H",1,"F",1,1,22,1,"B","H","G",572.6,585.7,572.6,715.9,860,661.36,13
"22503","B",1,"M",1,3,25,1,"B","E","C",523.5,548.5,543.6,568.9,640,564.9,11
"22523","D",2,"M",1,1,18,2,"B","D","D",415.3,468.6,452,535.7,320,438.32,8
"22525","C",2,"F",1,1,18,2,"B","E","E",546.2,522.2,547.8,669.1,600,577.06,11
"22561","E",2,"F",1,1,19,2,"B","C","E",523.4,432.4,535.3,635.7,640,553.36,11
"22594","B",1,"M",1,1,21,1,"B","E","E",657.7,673.4,607.6,695.7,860,698.88,13
"22602","K",1,"F",1,1,16,3,"B","F","G",526.3,607.2,620.4,671.9,820,649.16,12
"22604","B",1,"F",1,1,21,1,"B","G","F",650,598,607.2,637.5,920,682.54,13
"22618","F",1,"F",1,1,18,1,"B","F","E",519.7,589.2,558.7,402.9,620,538.1,10
"22628","G",1,"M",0,1,48,1,"B","B","B",480.3,573,531.6,396.6,360,468.3,9
"22639","O",2,"F",1,1,18,2,"B","E","G",619.2,627.5,614.6,761.4,820,688.54,13
"22654","P",3,"M",1,1,17,2,"B","F","G",553.1,611.5,572.9,707.5,680,625,12
"22660","D",2,"F",1,0,18,2,"A","B","E",571.2,576.2,562.8,489,640,567.84,11
"22664","C",1,"F",1,3,17,3,"A","H","B",435.6,456.8,481.2,478.9,540,478.5,9
"22670","C",1,"M",1,3,19,1,"A","D","D",472.1,382.3,480.1,407.5,600,468.4,9
"22703","C",1,"F",1,3,21,1,"B","C","B",410.9,382.1,449.9,444.6,580,453.5,9
"22710","D",1,"F",1,0,24,1,"B","E","E",457.8,615.3,551.8,618.6,600,568.7,11
"22727","P",1,"M",1,1,26,1,"B","F","E",668.7,664.8,624.1,685.6,760,680.64,13
"22749","G",1,"F",1,1,19,1,"B","C","E",495.5,601.6,554.7,574.9,600,565.34,11
"22759","B",1,"M",2,3,38,1,"B","B","A",400.6,551.2,571.4,396.4,580,499.92,9
"22763","D",1,"F",2,1,16,3,"B","E","F",377.3,520.1,566.7,613,640,543.42,10
"22787","C",1,"F",1,1,16,3,"B","D","D",518.7,513,537.6,621.2,620,562.1,11
"22790","O",1,"F",1,1,18,1,"B","F","D",623.4,626.3,571.9,708,740,653.92,13
"22801","Q",3,"F",1,1,18,2,"B","G","G",607.9,643.3,598.9,712.6,960,704.54,14
"22806","C",2,"M",1,0,21,2,"B","B","C",342.3,419.2,441.6,413.2,460,415.26,8
"22818","E",2,"M",1,1,18,2,"B","E","F",618.8,630.1,577.4,548.7,340,543,10
"22819","A",1,"M",1,2,29,1,"B","C","B",563.2,573.6,582.7,578.9,560,571.68,11
"22822","C",1,"F",0,2,52,1,"A","B","B",394.6,526,500.4,398.1,420,447.82,8
"22823","H",2,"M",1,1,18,2,"B","E","G",549.7,567.6,540.9,548.4,540,549.32,10
"22858","F",1,"M",1,3,19,1,"B","B","C",438.6,559.1,583.5,595,600,555.24,11
"22864","G",3,"F",1,1,18,2,"B","E","F",529.9,604.1,569.6,748.1,600,610.34,12
"22871","C",1,"M",1,3,24,1,"A","H","D",435.9,560.5,534.9,464.6,580,515.18,10
"22888","F",2,"F",1,1,18,2,"B","C","D",499.2,561.4,597.4,487.4,660,561.08,11
"22890","I",2,"M",1,1,18,2,"B","G","F",426.1,498.2,364.4,371.9,440,420.12,8
"22900","C",2,"M",1,3,18,2,"B","H","E",517.9,397.6,461.6,571,440,477.62,9
"22917","N",1,"M",1,1,24,1,"B","G","F",622.3,589.2,598.8,787.6,860,691.58,13
"22936","E",1,"M",1,3,18,1,"B","C","E",549.3,587.7,562.4,618.5,520,567.58,11
